Date,ACN,ADBE,AKAM,AMD,APH,ADI,ANSS,AAPL,AMAT,ANET,ADSK,AVGO,CDNS,CDW,CDAY,CSCO,CTSH,GLW,DXC,ENPH,EPAM,FFIV,FSLR,FTNT,IT,GEN,HPQ,IBM,INTC,INTU,JNPR,KEYS,KLAC,LRCX,MCHP,MU,MSFT,MPWR,MSI,NTAP,NVDA,NXPI,ON,ORCL,PAYC,PTC,QRVO,QCOM,ROP,CRM,STX,NOW,SWKS,SEDG,SNPS,TEL,TER,TXN,TRMB,VRSN,WDC,ZBRA
2014-12-31,77.83212280273438,72.69999694824219,62.959999084472656,2.6700000762939453,24.821075439453125,46.49074172973633,82.0,24.801626205444336,22.27145004272461,15.1899995803833,60.060001373291016,78.90084075927734,18.969999313354492,32.15462112426758,,21.475685119628906,48.83743667602539,18.48583221435547,21.127182006835938,14.289999961853027,47.75,130.47000122070312,44.599998474121094,6.131999969482422,84.20999908447266,10.221417427062988,14.134654998779297,107.0675277709961,28.5266170501709,85.80142211914062,18.275409698486328,33.77000045776367,58.418678283691406,69.85208892822266,19.311098098754883,34.65593338012695,40.43956756591797,46.07648849487305,57.87052917480469,33.430152893066406,4.814917087554932,71.40409851074219,10.130000114440918,39.42007827758789,26.329999923706055,36.650001525878906,,57.848243713378906,148.85992431640625,59.310001373291016,43.18075180053711,67.8499984741211,63.95530700683594,,43.470001220703125,54.021968841552734,18.605579376220703,43.009456634521484,26.540000915527344,57.0,92.98252868652344,77.41000366210938
2015-01-02,77.4225082397461,72.33999633789062,63.25,2.6700000762939453,24.74266242980957,46.50749588012695,81.63999938964844,24.565696716308594,22.307191848754883,15.670000076293945,59.529998779296875,78.5086669921875,18.829999923706055,31.871200561523438,,21.46013832092285,48.846702575683594,18.55032730102539,21.194196701049805,14.210000038146973,46.470001220703125,130.3300018310547,44.54999923706055,6.1579999923706055,83.5999984741211,10.193532943725586,14.173396110534668,108.14859771728516,28.581632614135742,84.88933563232422,18.381860733032227,33.41999816894531,58.39375686645508,69.94894409179688,19.20836067199707,34.398555755615234,40.709468841552734,45.038970947265625,57.37877655029297,33.43821716308594,4.834128379821777,71.78728485107422,10.199999809265137,38.85905838012695,26.059999465942383,36.349998474121094,70.4000015258789,57.80929946899414,149.1169891357422,59.2400016784668,42.86907196044922,67.37999725341797,64.49186706542969,,43.099998474121094,53.953636169433594,18.520959854125977,43.01749801635742,26.90999984741211,57.189998626708984,92.75575256347656,77.43000030517578
2015-01-05,76.11528778076172,71.9800033569336,61.939998626708984,2.6600000858306885,24.290613174438477,45.661746978759766,80.86000061035156,23.873641967773438,21.59221839904785,15.949999809265137,58.65999984741211,77.25365447998047,18.399999618530273,31.532936096191406,,21.03264808654785,48.54065704345703,18.292348861694336,20.765291213989258,13.880000114440918,46.27000045776367,129.75999450683594,41.83000183105469,6.104000091552734,82.0999984741211,10.050131797790527,13.937410354614258,106.44691467285156,28.25934600830078,84.55427551269531,18.177154541015625,33.540000915527344,57.089473724365234,69.09493255615234,18.780269622802734,33.43836975097656,40.335113525390625,44.158939361572266,56.12784957885742,32.30103302001953,4.75247859954834,71.03026580810547,9.930000305175781,38.3140983581543,25.18000030517578,35.36000061035156,67.62999725341797,57.53693771362305,144.7468719482422,58.16999816894531,42.64180374145508,67.1500015258789,63.44513702392578,,42.540000915527344,52.90309143066406,18.173107147216797,42.349876403808594,26.030000686645508,56.2400016784668,91.52943420410156,76.33999633789062
2015-01-06,75.5662612915039,70.52999877929688,60.66999816894531,2.630000114440918,23.9815616607666,44.589927673339844,79.26000213623047,23.875886917114258,20.7789363861084,15.952500343322754,57.5,75.49666595458984,17.90999984741211,31.075775146484375,,21.02487564086914,47.27938461303711,17.977935791015625,20.81890106201172,12.9399995803833,46.290000915527344,126.7300033569336,40.86000061035156,5.989999771118164,81.3499984741211,9.894780158996582,13.831741333007812,104.15127563476562,27.73267364501953,81.9576187133789,17.923341751098633,33.61000061035156,55.403045654296875,67.94159698486328,18.41639518737793,32.53757095336914,39.74310302734375,42.6953125,55.65336227416992,32.010677337646484,4.6083903312683105,67.64697265625,9.960000038146973,37.91856002807617,24.559999465942383,35.08000183105469,64.66999816894531,56.71976089477539,142.7284698486328,57.20000076293945,41.466514587402344,66.33000183105469,61.422088623046875,,42.15999984741211,52.262516021728516,17.618412017822266,41.65007781982422,25.65999984741211,55.18000030517578,89.48834228515625,75.79000091552734
2015-01-07,77.15235137939453,71.11000061035156,60.15999984741211,2.5799999237060547,24.39209747314453,45.058841705322266,79.70999908447266,24.21068572998047,20.975555419921875,16.28499984741211,57.380001068115234,77.53604125976562,18.420000076293945,31.724916458129883,,21.219188690185547,48.82815170288086,18.235916137695312,20.969694137573242,11.399999618530273,47.290000915527344,128.35000610351562,41.75,6.076000213623047,82.5999984741211,9.986393928527832,13.993766784667969,103.47056579589844,28.314374923706055,82.76029205322266,18.324541091918945,33.880001068115234,56.3251838684082,68.29376220703125,18.51913833618164,31.775360107421875,40.248050689697266,43.315956115722656,55.5843505859375,32.17671585083008,4.596383094787598,69.46949005126953,10.119999885559082,37.92736053466797,25.34000015258789,35.220001220703125,66.6500015258789,57.38127899169922,144.18759155273438,56.93000030517578,41.73274230957031,67.08999633789062,62.433616638183594,,42.209999084472656,53.834075927734375,17.759445190429688,42.39813995361328,25.34000015258789,55.63999938964844,90.8322525024414,77.72000122070312
2015-01-08,78.328857421875,72.91999816894531,61.56999969482422,2.609999895095825,24.867202758789062,45.854347229003906,81.66000366210938,25.14090919494629,21.645845413208008,16.530000686645508,58.79999923706055,81.41088104248047,18.610000610351562,32.520320892333984,,21.382408142089844,49.9688720703125,18.82442855834961,21.20760154724121,11.729999542236328,48.66999816894531,129.64999389648438,43.630001068115234,6.242000102996826,83.43000030517578,10.169636726379395,14.328375816345215,105.71952819824219,28.841035842895508,83.8709945678711,18.85676383972168,34.119998931884766,57.263938903808594,70.06336975097656,19.109901428222656,33.3294792175293,41.43206787109375,44.81664276123047,56.447052001953125,32.840816497802734,4.769288063049316,72.74993133544922,10.369999885559082,38.15587615966797,26.420000076293945,35.75,67.69000244140625,57.98834228515625,145.1603240966797,58.59000015258789,42.48596954345703,68.88999938964844,65.26591491699219,,42.86000061035156,54.91878890991211,18.314130783081055,43.08988571166992,25.670000076293945,56.880001068115234,92.71375274658203,79.37999725341797
2015-01-09,78.2417221069336,71.83999633789062,60.779998779296875,2.630000114440918,24.724206924438477,45.820858001708984,80.76000213623047,25.167871475219727,21.663726806640625,16.604999542236328,58.27000045776367,82.2815170288086,18.549999237060547,32.6483154296875,,21.60004425048828,50.19145202636719,18.79218292236328,21.542688369750977,11.529999732971191,48.34000015258789,129.88999938964844,44.20000076293945,6.214000225067139,83.11000061035156,10.101919174194336,14.324851036071777,106.17996978759766,28.89604949951172,82.10694885253906,18.873130798339844,33.959999084472656,57.46331024169922,70.1954574584961,19.058528900146484,33.19089889526367,41.083824157714844,44.548011779785156,56.17098617553711,32.92180252075195,4.7885003089904785,75.06777954101562,10.359999656677246,38.138301849365234,25.43000030517578,35.619998931884766,67.11000061035156,57.91828155517578,144.3591766357422,58.15999984741211,43.141788482666016,67.11000061035156,65.16035461425781,,42.93000030517578,54.594215393066406,18.257722854614258,43.11402893066406,25.6200008392334,57.34000015258789,94.25924682617188,80.54000091552734
2015-01-12,78.00641632080078,71.12000274658203,60.75,2.630000114440918,24.42437744140625,45.36030578613281,79.91999816894531,24.547719955444336,21.145362854003906,16.517499923706055,57.290000915527344,80.9167251586914,18.360000610351562,32.6483154296875,,21.802135467529297,50.21928024291992,18.76799964904785,21.174097061157227,10.90999984741211,47.75,127.91999816894531,42.83000183105469,6.168000221252441,82.76000213623047,10.074031829833984,14.060690879821777,104.39820098876953,28.770294189453125,80.94026184082031,18.381860733032227,34.459999084472656,55.73533630371094,68.06486511230469,18.8487606048584,31.33980941772461,40.57017517089844,43.65871047973633,55.515316009521484,32.29008865356445,4.728464603424072,75.09581756591797,10.390000343322754,38.0328369140625,24.68000030517578,34.709999084472656,65.5199966430664,57.256744384765625,142.2611541748047,57.72999954223633,42.23272705078125,68.19000244140625,63.61228942871094,,42.5,53.7742805480957,17.383378982543945,42.72793197631836,25.65999984741211,56.77000045776367,92.6633529663086,80.66000366210938
2015-01-13,78.28528594970703,70.58999633789062,60.790000915527344,2.6600000858306885,24.369029998779297,44.84114074707031,80.62999725341797,24.765676498413086,20.850439071655273,16.3174991607666,57.34000015258789,80.46177673339844,18.43000030517578,33.169456481933594,,21.84099578857422,50.21928024291992,18.663196563720703,21.15734100341797,11.029999732971191,47.869998931884766,128.6699981689453,42.709999084472656,6.179999828338623,83.27999877929688,10.093945503234863,14.021940231323242,104.64509582519531,28.691686630249023,80.55760192871094,18.340913772583008,34.689998626708984,54.82151412963867,67.40453338623047,18.823081970214844,30.528104782104492,40.36122131347656,43.48271942138672,55.308284759521484,31.844655990600586,4.721260070800781,74.05839538574219,10.079999923706055,37.73397445678711,23.610000610351562,34.2599983215332,65.0199966430664,56.78978729248047,141.9368896484375,57.970001220703125,42.044437408447266,67.2699966430664,64.06964111328125,,42.400001525878906,53.483890533447266,17.091938018798828,42.46247863769531,25.8700008392334,56.810001373291016,91.8738021850586,82.54000091552734
2015-01-14,77.37024688720703,69.98999786376953,59.709999084472656,2.630000114440918,24.193750381469727,44.80763626098633,80.72000122070312,24.671300888061523,20.573381423950195,16.264999389648438,56.40999984741211,81.09711456298828,18.260000228881836,32.4654655456543,,21.701091766357422,50.460384368896484,18.743812561035156,21.26121711730957,10.8100004196167,46.41999816894531,125.5999984741211,42.279998779296875,6.184000015258789,82.5199966430664,10.042163848876953,13.898667335510254,103.9710922241211,28.573774337768555,80.48291778564453,18.21810531616211,34.93000030517578,54.45598602294922,66.95552062988281,19.26828956604004,29.746091842651367,40.01298141479492,43.3437614440918,55.006324768066406,31.496414184570312,4.740472316741943,74.8341293334961,9.970000267028809,37.84824752807617,23.18000030517578,33.790000915527344,64.58999633789062,56.20608901977539,141.18344116210938,57.25,41.94053268432617,66.33999633789062,62.978973388671875,,42.22999954223633,53.7230339050293,17.157745361328125,42.39813995361328,25.31999969482422,56.27000045776367,91.3614273071289,81.2300033569336
